ID,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS_73_REP_190124,DSS_76_REP_190124,DSS_77_REP_190124,DSS_T0.7_180124
Butylated Hydroxytoluene,18.52570434,18.40034089,18.45769898,11.72039354,19.3778084,19.31692204,19.31692204,19.1046924,19.3778084,18.52570434,18.45769898,21.0216307,20.46545593
Butylmethylamine,15.76457147,15.76457147,14.41829582,13.68069535,15.76457147,14.84045374,16.3316947,12.98652375,11.58713484,,,,18.98218827
Butyrovanillone,,18.15306319,,,,,16.17338507,,,17.9359832,,,
Cadaverine,7.427698688,,,,,8.024070669,,,,14.69237704,13.63504052,14.52621186,
Campesterol,19.2522292,18.62320953,19.2522292,19.56978922,18.58988478,17.00897067,19.83038856,18.85979253,18.52570434,18.87471314,19.94786826,20.13023649,21.52830388
"Carbonic acid, eicosyl vinyl ester ",,,,,,,,16.25524017,,19.01705162,18.68132832,18.51017463,18.68132832
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",15.12875857,15.21671253,15.21671253,14.69237704,16.40086466,16.43187623,15.95989954,14.2715785,15.17602716,19.97653964,,20.59824708,
Carfentrazone-ethyl,,1.044548894,,,,,,0.678997657,,8.613126201,8.43711071,11.10245822,
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",14.33088115,16.29669433,13.83510942,8.90021346,13.50305474,14.69237704,16.51427462,15.9906091,13.40026692,13.79063524,13.15713936,13.68069535,
"Cetaben, N,O-bis(trimethylsilyl)-",18.15306319,,18.15306319,18.51017463,19.58767135,18.85979253,16.37440114,16.97862928,19.68586337,,,,22.96275538
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",24.12766402,23.75873838,24.73280573,24.80567999,,24.88015798,22.55350385,22.30432585,25.23727152,,,23.47670795,26.79412507
"Cholest-5-ene, 3-(1-oxobuthoxy)-",,,,,,,,,,,,12.57282838,
"Cholest-7-en-3-ol, (3beta,5alpha)-",7.933656851,7.368482017,9.879569371,10.22792834,8.078487822,9.795177829,8.613126201,7.694596559,7.237424327,,12.29674781,,15.69162437
"Cholesta-2,4-diene",5.871401689,,7.427698688,4.58391047,7.96736878,8.078487822,7.872950517,,4.355923871,,9.996968364,11.78782103,15.21671253
"Cholesta-3,5-dien-7-one",8.988656313,19.16204886,15.95989954,5.240520179,16.37440114,13.2450436,15.17602716,17.75607908,10.48716356,15.72637617,20.13023649,,
"Cholesta-3,5-diene ",18.044121,18.2415052,18.65464899,18.87471314,19.27809319,19.16204886,19.1046924,17.80327182,14.52621186,20.80489511,17.24006299,20.21820515,18.71327863
"Cholesterol, pentafluoropropionate",,,6.588441754,,,,5.783746064,3.786797416,,,10.10306138,12.4919175,
Cholesterol,17.80327182,19.13231529,16.76385171,19.18758105,16.79335043,17.5827007,18.58988478,16.37440114,15.69162437,18.9600039,18.9600039,19.88431706,22.07788483
Cinnamic acid,8.613126201,7.872950517,11.35385813,3.312692943,13.44785778,12.12741999,,,8.159372166,,13.40026692,14.80210714,
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,,5.783746064,4.682530017,,6.823750767,,,3.312692943,,,,12.38139677,
"cis-4,5-Dihydroxy-o-dithiane, 2O-",17.68358059,17.51162721,17.65033633,17.68358059,17.9359832,18.40034089,18.21595138,17.30319236,17.85878822,17.68358059,18.31955777,18.62320953,20.07442853
Citric acid,,,,,,,,21.60767614,,21.80203208,22.73963344,22.41266988,23.47670795
Cyclo-(l-leucyl-l-phenylalanyl) ,,2.697591238,,9.795177829,,,,3.365712472,,15.17602716,13.58682918,,
Cyclo(L-prolyl-L-valine) ,18.87471314,18.36647083,,20.7272631,,,15.9906091,16.82444981,16.57853019,22.43801531,22.23868736,22.14273214,
cyclobutanecarboxylic acid,17.8908132,20.80489511,19.40057334,17.27927856,18.87471314,18.71327863,17.85878822,20.80489511,17.80327182,20.57438847,23.16278385,20.01457992,21.7246649
Cyclobutanol,21.80203208,21.57793522,21.47387464,21.33081219,21.60767614,21.7246649,21.57793522,21.40034816,21.17080503,,22.65283474,,24.38950885
Cyclohexanol,13.68069535,13.15713936,13.63504052,12.82238254,14.61389388,14.06352482,13.75916543,12.17581506,12.69235559,14.2715785,14.69237704,15.12875857,18.26504527
"Cyclohexanone, 3,3,5-trimethyl-",24.27524702,24.73280573,23.9987918,24.05735318,24.20182134,24.73280573,24.34618777,23.16278385,25.18438279,22.96275538,23.39212426,24.05735318,25.45684602
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",21.22512679,20.7272631,,18.31955777,,21.47387464,,20.59824708,,,,,
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",15.50996662,13.40026692,11.84628039,14.33088115,8.988656313,13.61594474,12.91543477,14.0430583,13.73358567,,,,
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",7.832200207,12.03832362,10.71936135,8.988656313,14.12229558,13.95929764,,8.613126201,12.57282838,12.82238254,13.05628605,,17.75607908
"Cyclopentanone, 2,2,4-trimethyl-",19.49072841,19.2522292,19.04700779,19.01705162,19.71259798,19.75725505,19.66339577,18.68132832,19.2522292,,,,
D-(-)-Citramalic acid,,,,,7.933656851,,,,,10.22792834,,,
"D-(-)-Fructofuranose, pentakis",,,,,,,,,,19.13231529,18.29473955,,
"D-(-)-Lyxose, tetrakis",,19.07553408,20.18444468,13.73358567,,,20.94746128,,19.6296138,18.77329779,18.90071766,16.89063007,18.29473955
"D-(-)-Ribofuranose, tetrakis",19.83038856,14.37641612,20.46545593,17.24006299,20.33875188,,20.64118511,21.0216307,,20.69686746,,,21.40034816
D-(+)-Glucosamine,,18.21595138,,,,19.04700779,,,,21.1267667,20.43082443,21.10323006,
"D-(+)-Ribono-1,4-lactone (R,S,R)-",,3.58435789,3.786797416,4.355923871,,9.12695566,,,,,,,15.50996662
"D-(+)-Talofuranose, pentakis",13.87200625,,,13.29952427,,,7.771536565,,15.76457147,15.82994994,15.55615121,17.09824797,19.3778084
"D-(+)-Xylose, tetrakis",,18.71327863,19.51935504,20.26708188,18.044121,,20.10978429,18.54548502,19.71259798,,,,17.70899753
D-Arabinose,,,,,,,,,,10.29635512,,12.63161934,15.82994994
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",23.06461365,19.58767135,25.34644722,12.17581506,21.94407874,23.8678347,19.75725505,24.05735318,24.88015798,22.92354523,23.82125404,23.58583718,24.05735318
D-Fructose,8.385594771,7.771536565,9.12695566,0.524218872,9.465509781,9.996968364,8.43711071,8.228155817,8.29113812,13.87200625,13.68069535,15.21671253,16.856624
D-Fucitol,18.26504527,16.68757869,18.74513236,18.80444913,16.89063007,18.18112051,17.8908132,16.64258961,18.9600039,,,,
"D-Isoleucine, N-acetyl-",18.77329779,18.87471314,19.56978922,19.58767135,18.85979253,18.07686419,20.43082443,20.13023649,19.27809319,20.46545593,20.57438847,20.57438847,20.01457992
D-Leucylglycylglycine,,,,23.71646045,,,,,,22.02643659,,19.68586337,
D-Mannose,28.6402584,28.86821949,29.29902845,,,,,28.6402584,28.39886823,,,,24.95573488
D-Ornithine,,,,21.40034816,,,,,,20.7272631,21.40034816,20.76419172,21.64729334
D-Proline,14.84045374,16.04304197,,18.62320953,,,16.04304197,,,,,,
"D-Psicofuranose, pentakis",23.09652678,22.85174109,22.65283474,22.73963344,21.50330639,22.65283474,23.54182311,22.85174109,22.96275538,,,,21.1267667
D-Ribose,18.07686419,19.01705162,20.94746128,,20.7272631,20.07442853,,20.37880722,18.45769898,21.94407874,,20.18444468,22.27119795
D-Threitol,11.78782103,9.795177829,,,,,,,,17.70899753,19.18758105,18.15306319,18.45769898
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",26.19944442,25.74843576,24.45243153,26.97864927,26.52611711,26.97864927,26.68829625,25.34644722,25.11403713,26.8851741,27.16552195,28.6402584,24.73280573
Decanoic acid,18.29473955,18.90071766,18.044121,18.42569287,18.65464899,19.49072841,18.62320953,17.92169922,18.51017463,,,12.91543477,
Dehydronorketamine,12.4919175,3.365712472,12.17581506,0.678997657,,16.37440114,11.51426793,,13.68069535,,,,
Delorazepam,,16.79335043,,22.11388657,,,16.53931804,,,19.49072841,,19.3778084,21.44846378
Deoxycholic Acid,,7.540516501,8.988656313,,18.36647083,,8.385594771,5.363007629,9.795177829,13.63504052,12.91543477,14.0430583,19.35357576
Desmosterol,10.18543739,8.90021346,11.58713484,9.12695566,9.917012155,11.58713484,10.77936405,9.372726265,10.29635512,,12.82238254,13.87200625,16.82444981
Dicyclohexylamine,,,23.43092109,,,,22.88777693,,,18.98218827,,,23.82125404
Dihydrouracil,22.3648566,23.09652678,22.30432585,23.06461365,22.18104577,22.11388657,22.18104577,22.33727444,22.50923693,24.80567999,24.60826211,24.45243153,23.91498035
Dimethyl fumarate,12.98652375,12.88452541,14.84045374,,14.41829582,14.2715785,14.2715785,13.50305474,12.38139677,14.61389388,14.97823835,,
"Dimethyl hexopyranosiduronate, alpha-D-",,,,,,18.77329779,,,21.44846378,20.0435264,20.31399973,21.94407874,20.13023649
Dinoseb ,,,,10.18543739,,,,,,10.82050109,10.82050109,12.88452541,15.76457147
Diphenyl ether,12.91543477,12.57282838,13.87200625,13.50305474,13.79063524,15.21671253,13.58682918,12.57282838,11.72039354,15.04567024,14.8950131,15.82994994,18.15306319
DL-Glyceraldehyde,9.917012155,9.278074165,12.12741999,,11.84628039,12.88452541,12.38139677,,,15.32315084,14.33088115,,
DL-Ornithine,22.41266988,21.17080503,20.64118511,20.85080801,20.46545593,21.25527282,21.47387464,20.64118511,20.57438847,23.09652678,24.27524702,23.06461365,23.00170775
DL-Phenylalanine,30.13788547,31.53197675,29.42215065,31.15675534,30.4570814,29.93870585,30.65717937,30.65717937,29.81327801,30.65717937,31.32464405,31.32464405,31.96792753
"DL-Proline, 5-oxo-",,,,18.65464899,,,,,,11.96007183,13.29952427,14.33088115,17.44445169
Dobutamine,,,15.17602716,,16.29669433,14.0430583,,14.06352482,15.32315084,12.24025415,13.90037658,,
Doconexent,26.52611711,27.16552195,27.3508093,26.8851741,26.39889462,27.16552195,27.05718357,25.95667431,27.16552195,28.02081495,28.75102047,29.93870585,
Docosyl octyl ether,,,,,,,20.97790952,20.01457992,18.01194581,18.42569287,19.16204886,18.45769898,20.40155503
Dodecanamide,21.94407874,22.55350385,22.02643659,23.8678347,23.06461365,21.36409445,23.23247857,21.85387841,22.27119795,,26.19944442,,
"Dodecanamide, N-(2-hydroxyethyl)-",20.64118511,20.50238443,20.31399973,20.40155503,20.26708188,20.7272631,20.76419172,19.83038856,20.69686746,,,,
"Dodecane, 4,6-dimethyl-",,,,,,20.94746128,,,24.73280573,21.33081219,21.85387841,21.29634727,22.8081188
"Dodecanoic acid, 1-methylethyl ester",11.35385813,9.545251342,,8.228155817,9.996968364,,10.68423951,8.385594771,,,,15.72637617,16.76385171
Dodecanoic acid,18.71327863,18.52570434,17.77986919,19.6296138,19.18758105,,19.04700779,18.36647083,18.42569287,18.15306319,18.80444913,18.90071766,20.57438847
Dodecylcyclohexane,,,21.64729334,,22.55350385,,22.11388657,,21.94407874,,,,
Dopamine,24.73280573,25.11403713,24.95573488,24.95573488,24.45243153,8.43711071,24.67075898,25.11403713,,22.69162315,,25.89210347,
Ecgonine,19.75725505,20.21820515,18.18112051,,,18.80444913,,19.51935504,18.87471314,,,,
Eicosapentaenoic acid,19.07553408,,,,,,,,,18.65464899,,20.26708188,
Erythritol,23.75873838,23.54182311,23.31473498,22.88777693,16.94229767,23.47670795,23.47670795,19.07553408,23.96446494,,24.20182134,23.96446494,23.49971423
"Erythrono-1,4-lactone, (Z)-",19.3778084,19.56978922,19.27809319,18.26504527,19.66339577,19.97653964,20.90424817,19.66339577,18.83070789,20.85080801,21.17080503,21.40034816,20.10978429
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",8.078487822,,,,,,8.988656313,7.427698688,,,,,
"Ethanol, 2-(9-octadecenyloxy)-",10.68423951,9.12695566,9.639279878,7.694596559,10.71936135,11.16356277,7.832200207,8.078487822,,12.03832362,11.78782103,13.2450436,
Ethanolamine,29.69514395,31.15675534,30.03081743,19.97653964,30.65717937,30.13788547,30.30087493,30.89176756,30.30087493,31.32464405,30.89176756,31.84121898,30.65717937
"Ethanone, 1-(2,5-dimethoxyphenyl)-",17.03154309,16.82444981,17.17882994,13.83510942,17.65033633,17.82452996,17.62170735,17.4679779,16.82444981,17.65033633,18.044121,17.9359832,18.044121
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",6.146813627,7.832200207,9.372726265,,9.639279878,10.48716356,9.917012155,8.159372166,7.427698688,,,,16.64258961
Ethyl alpha-D-glucopyranoside,,,12.98652375,,15.95989954,,,,9.12695566,10.10306138,10.58144185,,
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,23.34967446,22.60335594,23.00170775,22.8081188,23.23247857,23.75873838,23.34967446,22.69162315,23.75873838,22.41266988,21.29634727,22.07788483,23.67404147
Fenitrothion,21.90291854,22.8081188,22.73963344,22.07788483,22.8081188,23.09652678,23.43092109,23.09652678,22.8081188,21.90291854,22.3648566,21.06428331,22.65283474
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",,,,10.10306138,,,,,,,,,14.69237704
"Furan, 2-pentyl-",,17.4679779,16.94229767,13.15713936,17.4679779,,16.43187623,16.79335043,,,19.21629041,,
Galactopyranose,16.17338507,17.03154309,16.7223437,15.50996662,18.29473955,17.06309586,16.89063007,17.06309586,16.21565555,12.38139677,11.35385813,17.92169922,18.77329779
Gln-Ala,,,20.37880722,17.80327182,,,,,,,,,
Glucopyranose,,,,,,,,,27.87116446,32.3377791,32.3377791,32.8195741,32.8195741
Glucose,18.92948322,7.144664087,23.67404147,,16.7223437,16.29669433,13.95929764,21.94407874,20.55279274,,22.30432585,23.39212426,
Glyceric acid,25.11403713,26.8851741,25.95667431,25.45684602,24.80567999,25.65375762,26.26246065,26.33601378,25.89210347,,,,
Glycine,20.90424817,20.94746128,20.43082443,26.08310847,19.75725505,20.18444468,20.55279274,22.11388657,21.29634727,26.97864927,26.97864927,26.26246065,28.86821949
"Glycine, N-(1-oxobutyl)-",18.45769898,17.09824797,21.68227601,21.90291854,20.80489511,20.33875188,23.39212426,23.67404147,19.01705162,21.98787119,21.44846378,22.85174109,20.50238443
"Glycine, N-(N-DL-leucylglycyl)-",,,,,,20.0435264,,,21.47387464,,,,
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",20.31399973,20.46545593,21.94407874,21.75448254,,22.07788483,22.65283474,22.23868736,20.64118511,23.23247857,23.47670795,23.54182311,22.18104577
Glycolic acid,25.18438279,25.83053674,25.65375762,25.54861304,25.74843576,25.74843576,25.54861304,24.95573488,25.95667431,26.33601378,26.68829625,26.97864927,25.83053674
Glycyl-l-glutamine,,15.91067079,,16.04304197,,,,,,20.33875188,21.06428331,20.10978429,
Glyoxime,17.65033633,18.29473955,18.07686419,16.17338507,18.21595138,18.45769898,18.45769898,17.96954725,17.77986919,19.58767135,19.91566389,19.71259798,20.59824708
Guanabenz,26.39889462,28.13582064,26.33601378,28.51228501,27.3508093,25.34644722,26.8851741,25.45684602,24.38950885,,,,28.75102047
"Guanidine, N,N-dimethyl-",25.89210347,26.68829625,25.89210347,26.19944442,26.08310847,26.26246065,25.95667431,24.80567999,25.83053674,24.38950885,24.95573488,25.18438279,27.25614284
"Gulonic acid, gamma-lactone",,,,18.18112051,,,12.98652375,17.82452996,,,,,
Heptadecanoic acid,22.96275538,22.92354523,22.69162315,22.47089993,22.85174109,23.28568076,22.92354523,22.65283474,22.85174109,22.77394851,23.49971423,23.31473498,23.8678347
Heptanoic acid,18.98218827,20.26708188,18.21595138,18.36647083,19.31692204,19.91566389,18.52570434,18.71327863,18.62320953,17.85878822,18.92948322,18.9600039,20.55279274
Hexanedioic acid,17.70899753,17.8908132,17.09824797,17.00897067,20.13023649,19.18758105,17.80327182,17.77986919,17.82452996,18.80444913,19.27809319,19.45983311,19.45983311
Hexanoic acid,23.47670795,26.97864927,24.67075898,23.23247857,25.11403713,24.38950885,24.20182134,25.18438279,24.12766402,23.82125404,25.83053674,24.60826211,26.19944442
Hexanoylglycine,7.96736878,8.329782236,13.40026692,10.87441187,13.63504052,10.18543739,14.61389388,13.79063524,10.91608404,16.51427462,15.32315084,16.3316947,17.17882994
Hippuric acid,21.17080503,21.0216307,22.27119795,20.10978429,21.68227601,22.85174109,21.75448254,21.80203208,20.80489511,21.68227601,22.60335594,22.27119795,22.92354523
Homocysteine thiolactone,8.90021346,10.71936135,10.44768035,13.58682918,10.18543739,10.91608404,10.82050109,8.988656313,12.03832362,18.90071766,18.83070789,18.29473955,
Hydantoic acid,,,,,,,,,19.83038856,21.57793522,,21.98787119,
Hydracrylic acid,21.50330639,21.06428331,21.50330639,20.46545593,21.22512679,20.97790952,21.52830388,21.25527282,21.40034816,22.3648566,22.41266988,22.60335594,22.11388657
Hydroquinidine,13.63504052,16.53931804,13.15713936,14.52621186,,13.5523728,14.0430583,15.82994994,11.84628039,,15.69162437,15.95989954,
Hydroquinone,17.20808923,18.044121,17.03154309,14.12229558,17.44445169,18.2415052,17.68358059,16.76385171,17.13799735,19.45983311,20.33875188,,
Indole-3-carboxaldehyde,,,,,,,9.278074165,10.87441187,13.99757221,17.51162721,17.33158696,17.68358059,
Indole-3-lactic acid,22.18104577,20.40155503,18.9600039,23.54182311,20.21820515,,20.46545593,22.07788483,22.18104577,23.67404147,,,25.23727152
Indole-5-carboxylic acid,10.38112902,5.240520179,10.77936405,7.540516501,12.38139677,12.98652375,7.933656851,9.12695566,10.96763418,15.76457147,16.17338507,16.13854448,
"Inosose-2, 1,3,4,5,6-pentakis-",23.49971423,23.34967446,21.80203208,23.34967446,23.34967446,23.23247857,23.31473498,23.06461365,23.16278385,23.39212426,23.9987918,24.34618777,24.53851433
Isofucosterol,,,8.43711071,,8.228155817,8.988656313,,7.144664087,4.640058036,10.87441187,12.4919175,13.75916543,16.94229767
Isonicotinic Acid,21.40034816,21.44846378,21.25527282,21.1267667,21.06428331,21.57793522,21.33081219,21.17080503,21.33081219,13.44785778,,14.61389388,
Isopropyl palmitate,,,8.29113812,7.368482017,10.91608404,,,,8.43711071,11.10245822,11.24144082,13.1883691,16.08913308
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",34.70620581,34.10624825,34.10624825,32.50730296,34.70620581,34.70620581,33.7876174,33.16415523,33.7876174,35.69370352,34.70620581,35.69370352,32.18182717
Isoxaben,,18.85979253,18.98218827,,17.92169922,19.01705162,19.3778084,18.98218827,17.27927856,20.07442853,20.01457992,20.97790952,17.82452996
Itaconic acid,12.38139677,12.12741999,12.91543477,8.613126201,13.87200625,14.12229558,13.50305474,11.35385813,12.88452541,13.90037658,16.43187623,,
Ketamine ,32.18182717,31.96792753,31.96792753,31.84121898,32.18182717,31.84121898,32.50730296,31.15675534,31.84121898,31.84121898,32.50730296,32.18182717,32.3377791
L-(+)-Threose,23.23247857,22.43801531,22.33727444,,17.85878822,,,,23.58583718,,25.65375762,,
L-5-Oxoproline,17.13799735,,18.87471314,20.55279274,,16.856624,,,,20.18444468,20.59824708,20.64118511,19.21629041
L-Alanine,26.8851741,27.5919616,27.25614284,28.02081495,27.73040421,27.5919616,26.39889462,27.16552195,26.97864927,24.45243153,26.62018009,18.83070789,28.02081495
L-Asparagine,,,,,23.16278385,22.77394851,,,,27.25614284,28.13582064,27.5919616,26.68829625
L-Aspartic acid,23.63614346,25.95667431,24.27524702,26.52611711,23.58583718,24.05735318,25.83053674,26.08310847,23.91498035,26.79412507,27.73040421,27.73040421,28.6402584
L-Citrulline,,,,21.57793522,,,,20.50238443,6.823750767,21.22512679,21.68227601,23.16278385,
L-Cysteine,18.42569287,17.82452996,17.80327182,20.94746128,17.8908132,17.8908132,18.42569287,19.01705162,18.29473955,19.4230192,,18.044121,20.85080801
L-Glutamic acid,22.77394851,23.96446494,23.09652678,24.45243153,24.53851433,23.39212426,24.12766402,23.75873838,23.23247857,25.45684602,25.89210347,26.79412507,23.58583718
L-Glutamine,13.99757221,8.43711071,16.17338507,18.58988478,15.9906091,10.77936405,12.12741999,11.51426793,19.45983311,19.6296138,18.74513236,19.21629041,18.92948322
l-Histidine ethyl ester,26.79412507,,25.74843576,29.55723865,26.79412507,24.53851433,,26.19944442,26.33601378,28.13582064,29.55723865,28.86821949,
L-Hydroxyproline,23.54182311,24.34618777,24.34618777,21.29634727,24.05735318,23.58583718,22.14273214,23.47670795,21.98787119,26.08310847,,,
L-Isoleucine,30.4570814,30.89176756,29.55723865,29.93870585,29.81327801,29.55723865,30.4570814,29.81327801,29.93870585,29.69514395,,30.89176756,30.89176756
L-Leucine,34.10624825,34.70620581,34.70620581,34.70620581,33.16415523,34.10624825,34.70620581,34.70620581,34.10624825,,29.81327801,34.10624825,33.7876174
L-Lysine,27.25614284,27.25614284,26.79412507,27.16552195,27.05718357,27.73040421,26.08310847,27.73040421,29.03771909,26.68829625,28.26473762,27.87116446,28.51228501
"L-Lysine, ethyl ester ",32.3377791,33.16415523,31.53197675,34.10624825,30.89176756,31.53197675,32.3377791,33.7876174,32.8195741,,,,35.69370352
L-Methionine,25.95667431,25.89210347,24.38950885,28.97338374,22.88777693,23.71646045,26.62018009,24.60826211,26.62018009,29.42215065,30.30087493,29.42215065,27.3508093
L-Norleucine,,,,,,,,,,28.26473762,28.97338374,28.02081495,
L-Ornithine,21.10323006,21.47387464,20.55279274,17.70899753,20.90424817,21.17080503,21.40034816,21.29634727,21.36409445,22.73963344,22.43801531,21.44846378,
L-Proline,33.7876174,33.7876174,33.7876174,32.8195741,34.10624825,33.16415523,34.10624825,34.10624825,33.16415523,34.70620581,35.69370352,34.70620581,34.10624825
L-Threitol,9.879569371,8.613126201,,7.832200207,7.368482017,11.10245822,,,8.90021346,,,,
L-Threonine,23.91498035,24.45243153,23.39212426,24.67075898,22.73963344,23.82125404,24.80567999,23.43092109,23.43092109,27.44710764,,29.03771909,23.54182311
L-Tryptophan,29.93870585,13.90037658,27.87116446,31.53197675,29.69514395,26.19944442,27.87116446,30.13788547,30.4570814,30.89176756,31.15675534,30.4570814,31.15675534
"L-Tryptophan, N-acetyl-1",16.21565555,,15.32315084,15.76457147,14.37641612,,13.87200625,16.57853019,16.53931804,17.33158696,17.30319236,17.37328372,19.40057334
L-Valine,31.32464405,32.18182717,30.65717937,30.89176756,31.53197675,30.89176756,31.53197675,31.84121898,31.32464405,32.18182717,32.18182717,32.3377791,31.84121898
Lactic Acid,26.68829625,27.3508093,27.05718357,27.05718357,26.8851741,27.3508093,26.79412507,26.79412507,26.39889462,23.47670795,22.14273214,25.23727152,23.96446494
Latanoprost lactone diol,,14.33088115,,17.03154309,,,,,,17.00897067,16.79335043,16.856624,
Leucylglycine,,,,,,,,,,25.11403713,,,
