ID,pls_74_12012022,pls_71_a_12012022,pls_106_13012022,pls_104_13012022,pls_102_13012022,pls_100_13012022,pls_103_14012022,pls_101_REP_14012022,pls_75_13012022,DSS_73_REP_190124,DSS_76_REP_190124,DSS_77_REP_190124,DSS_T0.7_180124
Levulinic acid,18.01194581,18.26504527,18.31955777,17.4679779,19.13231529,19.13231529,18.77329779,17.9359832,18.85979253,17.96954725,18.77329779,18.92948322,20.7272631
Luteolin ,21.52830388,22.23868736,19.16204886,,21.40034816,22.47089993,22.02643659,,,15.40508811,15.17602716,,
Malic acid,17.82452996,18.77329779,18.52570434,18.07686419,14.8950131,18.01194581,19.58767135,18.80444913,18.26504527,20.40155503,19.2522292,20.69686746,19.56978922
meso-Erythritol,22.88777693,22.77394851,22.11388657,25.83053674,23.63614346,,,,,22.55350385,,,
Metanephrine,23.96446494,22.02643659,23.91498035,16.7223437,22.60335594,,21.64729334,20.31399973,21.22512679,,,,
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",19.71259798,,19.66339577,,,18.90071766,19.13231529,19.68586337,18.77329779,21.64729334,20.90424817,,
"Methanone, [1-(5-chloropentyl)-1H-indol-3-yl](4-methyl-1-naphthalenyl)-",,,,,,,,,,,,,
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",30.30087493,29.93870585,27.16552195,26.79412507,27.44710764,28.51228501,30.13788547,28.51228501,27.44710764,30.03081743,29.93870585,31.15675534,30.30087493
"Methyl 2,4-dihydroxybenzoate",24.80567999,23.9987918,26.39889462,24.38950885,25.23727152,26.52611711,24.38950885,,26.68829625,27.16552195,27.44710764,27.3508093,26.33601378
Methyl alpha-Lyxofuranoside,,,,,,,,,,18.31955777,18.87471314,18.21595138,
Methyl aminoacetate,9.795177829,6.588441754,10.18543739,,10.22792834,10.96763418,10.44768035,10.58144185,8.385594771,13.29952427,13.2450436,13.95929764,16.3316947
"Methyl galactoside (1R,2S,3S,4R,5R)-",13.35521154,6.823750767,,,13.90037658,,11.78782103,15.04567024,11.24144082,19.16204886,19.35357576,19.56978922,20.37880722
Methyl isovanillate,10.44768035,9.639279878,12.57282838,12.63161934,12.03832362,9.879569371,13.29952427,12.91543477,9.639279878,11.35385813,,,
Methyl leucinate,25.74843576,,,,24.60826211,,,,,25.65375762,,26.08310847,
Methyl-3-methoxy-5-methyl benzoate,9.278074165,8.159372166,8.228155817,15.32315084,10.77936405,10.82050109,9.12695566,,8.613126201,,,,
Methylmalonic monoamide,10.77936405,10.91608404,10.91608404,10.91608404,11.58713484,11.35385813,11.10245822,10.48716356,,16.82444981,17.09824797,17.06309586,
Methylsuccinic acid,11.96007183,11.10245822,12.38139677,12.03832362,13.75916543,13.50305474,13.35521154,12.82238254,10.38112902,,17.82452996,,19.18758105
Mirin,33.16415523,32.3377791,33.16415523,32.18182717,32.3377791,27.44710764,33.16415523,32.3377791,32.50730296,,,,
Mitoxantrone,16.64258961,17.54089682,,21.64729334,17.17882994,,17.77986919,17.03154309,16.29669433,,21.50330639,,
"Morpholine, 4-(2,6-dimethoxybenzoyl)-2,6-dimethyl-",21.33081219,21.52830388,22.18104577,16.68757869,22.11388657,22.33727444,22.41266988,21.06428331,20.37880722,,,,
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]-",,,,19.91566389,,,,,,,18.2415052,,
Myristic acid,24.88015798,25.65375762,25.11403713,25.18438279,25.89210347,25.18438279,25.23727152,24.67075898,25.45684602,24.27524702,24.88015798,24.95573488,26.52611711
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine",,,,,,,,7.933656851,,13.58682918,14.41829582,,
N-(Trimethylsilyl)hexanamide,17.85878822,18.68132832,16.64258961,19.07553408,16.43187623,16.64258961,17.13799735,17.70899753,17.20808923,18.71327863,18.40034089,18.2415052,
N-Acetyl-D-galactosamine,19.21629041,,20.69686746,,20.37880722,20.01457992,19.88431706,20.26708188,,,,,
N-Acetyl-L-glutamic acid,,16.13854448,,14.0430583,,,,,,18.85979253,18.15306319,18.98218827,
N-Acetyl-L-phenylalanine,5.240520179,4.245152454,7.144664087,3.20307154,8.024070669,7.694596559,7.144664087,3.58435789,,,,,16.29669433
N-Acetyltyrosine,,,,16.25524017,,,,,10.44768035,18.68132832,18.07686419,17.62170735,
N-alpha-Acetyl-L-Lysine,19.51935504,,,23.28568076,,,,19.88431706,,23.91498035,23.34967446,21.47387464,
n-Butylamine,19.94786826,18.58988478,18.62320953,19.51935504,19.2522292,19.2522292,18.90071766,18.92948322,20.01457992,18.044121,17.5827007,18.87471314,20.21820515
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide",,,,,,,,11.84628039,12.82238254,16.29669433,14.37641612,15.40508811,
N-Isobutyl-sec-butylamine,19.91566389,19.94786826,19.68586337,19.35357576,20.01457992,20.10978429,20.33875188,19.31692204,19.91566389,20.90424817,18.01194581,,
N-Isobutyrylglycine,15.72637617,14.41829582,19.97653964,18.74513236,20.07442853,18.11054733,18.85979253,,19.51935504,,13.95929764,,
N-Isovaleroylglycine,13.95929764,13.44785778,14.80210714,12.24025415,12.24025415,13.99757221,15.32315084,14.52621186,13.90037658,17.54089682,16.29669433,17.82452996,
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine,,,,,,6.823750767,,,,,,,14.16260601
n-Pentadecanol,,17.62170735,,,18.71327863,,18.9600039,,,9.917012155,9.879569371,,15.17602716
N-Valerylglycine,8.228155817,6.985893041,11.51426793,11.84628039,12.82238254,10.68423951,14.06352482,13.63504052,8.228155817,14.41829582,,15.9906091,
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine",16.76385171,16.97862928,18.54548502,,18.92948322,18.42569287,18.18112051,17.00897067,16.37440114,19.68586337,19.97653964,,
"N,N-Diethyl-2-aminoethanol",,,,23.96446494,,,,,,24.60826211,23.96446494,22.50923693,
"N,N-Dimethyl-2-cyclohexyloxyethylamine",20.26708188,20.33875188,19.58767135,19.66339577,20.18444468,20.26708188,19.91566389,19.3778084,20.18444468,,,,
"N,N'-Bis(trimethylsilyl)trifluoroacetamidine",,,,,,,,,,10.38112902,,,
"N,O-Bis(trimethylsilyl)carbamate",14.52621186,13.75916543,13.50305474,10.68423951,12.4919175,14.8950131,12.82238254,10.18543739,13.61594474,12.98652375,14.84045374,13.90037658,18.01194581
Naphthofluorescein,,,,,,,,,,,,,
Neostigmine ,19.04700779,19.04700779,,,18.45769898,17.96954725,18.68132832,16.13854448,,20.21820515,21.47387464,21.22512679,
Niacin,17.5827007,19.45983311,20.57438847,16.76385171,19.01705162,19.07553408,19.01705162,18.58988478,17.75607908,19.35357576,19.88431706,19.40057334,20.33875188
Niacinamide,24.60826211,26.19944442,26.19944442,25.74843576,26.26246065,25.89210347,25.89210347,25.83053674,25.65375762,25.95667431,26.8851741,26.62018009,26.08310847
Niclosamide,16.43187623,15.32315084,15.69162437,15.17602716,13.61594474,16.51427462,15.72637617,14.33088115,14.2715785,16.7223437,17.68358059,17.8908132,19.01705162
Nitrosothymol,,,15.82994994,,13.58682918,13.90037658,,11.24144082,13.50305474,,,,19.07553408
Nonadecanoic acid,10.48716356,9.879569371,10.82050109,8.078487822,,12.4919175,11.35385813,9.278074165,9.879569371,13.68069535,14.61389388,15.50996662,17.13799735
Nonanal,13.75916543,13.1883691,13.90037658,12.69235559,14.0430583,14.52621186,14.33088115,13.58682918,13.15713936,14.16260601,15.04567024,14.16260601,17.54089682
Nonanoic acid,22.23868736,23.16278385,22.41266988,22.69162315,22.50923693,23.49971423,22.23868736,22.18104577,22.88777693,23.31473498,23.63614346,23.67404147,25.18438279
Norketamine,28.86821949,29.42215065,29.03771909,27.5919616,29.29902845,29.69514395,28.86821949,28.86821949,28.86821949,29.18307998,30.03081743,30.13788547,29.69514395
"O-Methyl-N,N'-diisopropylisourea ",20.80489511,23.43092109,30.30087493,,,,30.89176756,31.32464405,24.53851433,31.53197675,,28.97338374,
Oct-1-en-3-ol,19.27809319,18.92948322,20.07442853,17.8908132,18.77329779,19.88431706,20.13023649,19.18758105,19.66339577,19.51935504,19.71259798,19.97653964,
"Octadecanamide, N-(2-methylpropyl)-N-nitroso-",,,12.82238254,,,,,,,,,,
Octan-2-yl palmitate,19.66339577,19.83038856,19.71259798,20.01457992,21.1267667,21.52830388,19.97653964,18.51017463,21.10323006,18.21595138,,,21.17080503
"Octanamide, N-(2-hydroxyethyl)-",,18.54548502,,,,,,15.12875857,,,19.49072841,,
"Octane, 1-propoxy-",12.17581506,10.58144185,8.329782236,8.29113812,9.278074165,7.872950517,,,4.682530017,,,,
Octanoic acid,20.37880722,20.90424817,20.10978429,19.71259798,20.64118511,21.29634727,20.18444468,19.49072841,20.90424817,19.94786826,20.37880722,20.31399973,21.98787119
Octocrylene,6.588441754,10.96763418,,8.024070669,10.48716356,,10.38112902,,10.82050109,,,,17.33158696
Octopamine,26.62018009,26.52611711,26.62018009,26.39889462,25.65375762,,26.19944442,26.97864927,,,22.11388657,22.23868736,
Ornithine,21.29634727,24.05735318,21.29634727,29.03771909,21.47387464,19.66339577,22.8081188,22.88777693,23.49971423,28.51228501,25.54861304,28.39886823,
Oxalic acid,17.92169922,19.91566389,19.4230192,19.45983311,18.54548502,18.36647083,20.07442853,18.9600039,19.88431706,19.04700779,19.13231529,19.13231529,20.76419172
"Oxalic acid, allyl octyl ester",13.29952427,12.17581506,13.05628605,11.24144082,,9.278074165,13.61594474,,13.05628605,,10.44768035,,15.91067079
p-Hydroxydiisopropylbenzene,17.17882994,20.64118511,17.85878822,19.31692204,20.31399973,21.1267667,16.57853019,17.09824797,21.0216307,20.50238443,20.76419172,21.1267667,22.30432585
p-Toluic acid,8.329782236,8.29113812,8.024070669,7.933656851,10.38112902,10.22792834,10.10306138,7.771536565,7.771536565,13.95929764,14.2715785,14.97823835,16.37440114
Palmitelaidic acid,24.45243153,24.88015798,24.60826211,22.23868736,24.12766402,24.45243153,24.88015798,23.96446494,24.80567999,24.67075898,21.25527282,25.74843576,26.26246065
Palmitic Acid,,,19.94786826,20.13023649,19.07553408,20.64118511,,22.96275538,20.94746128,24.53851433,25.11403713,23.43092109,27.16552195
Pantolactone,17.06309586,17.00897067,16.3316947,16.97862928,17.77986919,17.70899753,17.30319236,16.08913308,16.43187623,17.17882994,17.77986919,17.65033633,19.51935504
Pantothenic acid ,20.55279274,18.9600039,22.47089993,20.69686746,,22.43801531,13.79063524,,22.41266988,,,,
Pentacosanoic acid,,,,,12.69235559,,,,,,,,14.52621186
Pentadecanoic acid,22.43801531,22.69162315,22.23868736,21.85387841,22.43801531,22.27119795,22.27119795,22.02643659,22.43801531,22.11388657,23.06461365,23.09652678,23.63614346
"Pentanedioic acid, 2-[(trimethylsilyl)oxy]-",14.12229558,14.84045374,14.69237704,15.69162437,,14.33088115,16.25524017,16.29669433,14.41829582,,,,
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]",7.237424327,,7.832200207,2.697591238,,8.228155817,8.024070669,6.985893041,5.783746064,,,,
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]-",4.355923871,3.666980928,6.146813627,6.985893041,8.329782236,,7.237424327,5.783746064,3.312692943,12.4919175,12.38139677,,
Pentanoic acid,,16.17338507,17.70899753,,18.40034089,17.37328372,,17.54089682,,16.68757869,16.68757869,16.04304197,18.87471314
"Pentenoic acid, 4-[(trimethylsilyl)oxy]-",11.51426793,10.38112902,12.88452541,10.44768035,12.57282838,13.15713936,12.03832362,10.22792834,10.58144185,13.75916543,,14.37641612,
Pentylone,31.96792753,,29.18307998,33.7876174,33.7876174,33.7876174,31.32464405,35.69370352,35.69370352,26.19944442,27.05718357,33.16415523,
Petroselinic acid,3.786797416,,4.640058036,,,7.144664087,10.22792834,0.850175744,3.20307154,,,,14.97823835
Phenanthridin-6-ol ,27.44710764,,28.97338374,25.95667431,29.18307998,28.6402584,27.25614284,26.8851741,26.8851741,27.3508093,,26.33601378,
"Phenol, 3,5-bis(1,1-dimethylethyl)-",17.44445169,17.75607908,17.30319236,17.13799735,18.68132832,18.21595138,18.31955777,15.21671253,17.4679779,16.25524017,15.91067079,18.58988478,17.96954725
Phenol,18.62320953,17.80327182,17.54089682,16.40086466,17.54089682,18.68132832,17.54089682,16.7223437,18.11054733,16.97862928,17.4679779,17.4679779,19.1046924
Phenoxyacetic acid,,9.372726265,,7.144664087,,20.31399973,8.329782236,,5.240520179,,,,
phenoxyethanol,17.51162721,17.92169922,18.2415052,17.06309586,18.18112051,21.64729334,22.3648566,17.13799735,17.24006299,19.2522292,20.21820515,19.49072841,21.0216307
Phenylalanine,28.51228501,29.18307998,28.86821949,30.30087493,29.55723865,,29.03771909,29.42215065,30.03081743,29.81327801,30.4570814,30.65717937,30.4570814
Phenylpropanolamine,28.02081495,26.39889462,29.81327801,,28.51228501,30.30087493,28.6402584,26.39889462,,,,,29.03771909
Phlorizin,,,,,,,,,,14.06352482,14.16260601,14.8950131,
Phloroglucinol,13.90037658,11.72039354,13.58682918,16.08913308,16.57853019,13.68069535,14.80210714,12.88452541,12.91543477,16.08913308,17.70899753,16.79335043,
Phosalone,,,,19.40057334,,,,,,,,,
Phthalazin-1-one,30.89176756,29.69514395,30.89176756,30.13788547,31.32464405,31.15675534,29.81327801,29.55723865,30.65717937,30.13788547,32.8195741,30.30087493,29.42215065
Picolinic acid,21.36409445,21.7246649,21.85387841,21.10323006,21.57793522,21.98787119,21.80203208,21.75448254,21.75448254,22.30432585,22.96275538,22.65283474,23.34967446
Pimelic acid,12.29674781,13.29952427,12.77266458,10.82050109,13.99757221,12.57282838,13.2450436,12.77266458,10.71936135,16.04304197,16.76385171,16.08913308,17.68358059
Pipecolic acid,28.39886823,29.55723865,28.39886823,31.96792753,26.19944442,28.39886823,24.27524702,27.3508093,31.15675534,32.8195741,33.7876174,27.16552195,28.13582064
"Piperidine, 1-(1-methylpentyl)-",17.75607908,17.37328372,17.27927856,17.37328372,18.2415052,18.15306319,17.9359832,16.89063007,17.33158696,16.40086466,,16.21565555,
"Pregn-16-en-20-one, 3,18-bis(acetyloxy)-14,15-epoxy-, (3beta,5alpha,14beta,15beta)-",22.07788483,,20.85080801,18.92948322,,21.60767614,,21.57793522,21.85387841,,21.1267667,21.7246649,
"Propanetriol, 2-methyl-",13.1883691,11.51426793,10.29635512,7.96736878,11.72039354,11.84628039,11.96007183,9.996968364,11.10245822,13.2450436,13.61594474,15.17602716,17.20808923
"Propanoic acid, 2-methyl-",19.18758105,18.80444913,19.07553408,17.62170735,18.83070789,19.21629041,19.4230192,19.2522292,19.18758105,19.88431706,19.75725505,20.33875188,19.13231529
"Propanoic acid, 2-oxo-",18.31955777,18.51017463,18.90071766,17.82452996,18.9600039,18.31955777,19.18758105,18.65464899,17.00897067,,,,21.90291854
"Propiophenone, 3',4'-dimethoxy-",22.8081188,22.3648566,22.3648566,21.50330639,22.07788483,22.8081188,21.1267667,22.50923693,22.77394851,23.9987918,25.34644722,24.80567999,
Propylamine,13.61594474,8.228155817,5.363007629,11.16356277,9.12695566,10.71936135,8.078487822,,,11.58713484,12.12741999,13.5523728,16.40086466
"Pyrazine, 3,6-dihydro-3,6-dimethyl-",18.54548502,18.65464899,19.88431706,18.98218827,18.74513236,18.52570434,18.71327863,18.74513236,19.97653964,,,,
"Pyrazine, 3,6-dimethyl-2,5-bis(trimethylsilyloxy)-",18.11054733,20.31399973,17.06309586,22.55350385,15.72637617,17.20808923,17.03154309,19.71259798,19.16204886,,24.73280573,24.38950885,
"Pyrimidine, 5-methyl-2,4-bis[(trimethylsilyl)oxy]-",,15.9906091,16.21565555,16.37440114,17.27927856,15.55615121,16.40086466,15.91067079,14.69237704,18.26504527,18.26504527,17.75607908,18.42569287
Pyroglutamic acid,32.50730296,32.8195741,32.50730296,33.16415523,31.84121898,31.96792753,32.8195741,32.8195741,31.96792753,33.7876174,34.10624825,33.7876174,31.32464405
Pyrrole-2-carboxylic acid,27.5919616,27.87116446,29.69514395,26.68829625,28.97338374,29.42215065,28.97338374,29.03771909,28.02081495,27.87116446,28.51228501,28.75102047,29.29902845
"Pyrrolo[1,2-a]pyrazine-1,4-dione, hexahydro-3-(2-methylpropyl)",18.74513236,19.49072841,17.37328372,22.41266988,15.91067079,17.24006299,19.56978922,18.45769898,16.17338507,24.05735318,22.77394851,23.63614346,
"Pyrrolo[1,2-a]pyrazine-3-propanamide, 2,3,6,7,8,8a-hexahydro-1,4-dioxo-",,,,13.87200625,,,,,,,,,
Quazodine,22.55350385,23.82125404,26.08310847,26.62018009,,26.33601378,23.9987918,25.23727152,27.3508093,,,,
"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",22.30432585,22.30432585,24.12766402,,22.96275538,23.43092109,23.09652678,23.28568076,22.33727444,,23.75873838,23.82125404,22.33727444
"Quinoline, 2,4-dimethyl-",16.94229767,16.856624,16.82444981,16.82444981,17.82452996,17.44445169,17.51162721,16.51427462,16.94229767,20.59824708,21.33081219,20.40155503,
Ribitol,14.97823835,12.98652375,,15.9906091,17.09824797,,16.7223437,,,17.09824797,16.51427462,17.54089682,18.54548502
"Ribonic acid, 2,3,4,5-tetrakis-",25.83053674,23.8678347,23.34967446,23.9987918,24.38950885,26.39889462,24.05735318,26.26246065,26.52611711,24.20182134,26.39889462,26.52611711,22.85174109
S-Methyl-L-cysteine,,,,,,16.76385171,,19.35357576,17.96954725,,,,
Salsoline,14.16260601,15.40508811,16.08913308,,,14.16260601,16.82444981,16.04304197,13.5523728,15.9906091,16.3316947,16.82444981,18.62320953
Sedoheptulose anhydride,24.53851433,24.95573488,25.83053674,24.9927475,23.9987918,26.08310847,25.74843576,24.88015798,24.60826211,,,,
Ser-Leu,20.69686746,22.33727444,9.996968364,22.43801531,,,18.01194581,20.76419172,20.33875188,21.17080503,22.50923693,21.60767614,23.16278385
Serine,31.84121898,32.50730296,32.18182717,32.3377791,31.96792753,32.18182717,32.18182717,32.18182717,32.3377791,34.10624825,,,32.50730296
Sertraline carbamoyl glucuronide,31.15675534,,31.84121898,,32.50730296,32.3377791,31.15675534,,32.18182717,30.4570814,,31.53197675,33.16415523
Sinomenin,,25.18438279,,,25.54861304,26.79412507,,,,,,,
"Spiro[cyclopenta[d]-1,3,2-dioxaborin-4(5H),1'-cyclopentane], 2-ethyl-6,7-dihydro-",18.9600039,,17.00897067,14.61389388,8.613126201,17.27927856,,20.46545593,19.94786826,,16.25524017,,
Spironolactone,,,,1.044548894,,,,,,,,,
Stearic acid,,,,,,,,,,19.71259798,24.9927475,25.95667431,26.97864927
"Stigmast-5-ene, 3beta-",8.29113812,,8.90021346,7.237424327,5.871401689,8.90021346,8.228155817,4.355923871,7.96736878,11.78782103,12.57282838,13.79063524,16.53931804
Suberic acid,,16.37440114,14.33088115,12.88452541,15.40508811,12.38139677,12.63161934,13.99757221,13.87200625,16.21565555,17.80327182,,17.9359832
Succinic anhydride,19.35357576,19.66339577,17.5827007,19.13231529,,18.044121,18.54548502,18.044121,18.71327863,19.1046924,18.98218827,19.04700779,
Supraene,,,,,,,,,,13.15713936,13.79063524,,18.90071766
Syringaldehyde,28.13582064,28.6402584,28.51228501,28.39886823,28.75102047,28.86821949,28.51228501,28.97338374,28.51228501,28.75102047,28.86821949,29.69514395,29.55723865
"Tacrine, N-trimethylsilyl-",13.50305474,13.95929764,12.63161934,18.77329779,13.40026692,13.1883691,13.73358567,15.32315084,14.16260601,20.43082443,20.64118511,19.6296138,
"Talonic acid, gamma-lactone",23.16278385,21.50330639,21.22512679,21.60767614,22.33727444,22.50923693,21.98787119,20.7272631,22.23868736,24.95573488,,,23.28568076
Tartronic acid,4.682530017,2.735973415,5.783746064,3.58435789,7.427698688,7.368482017,7.368482017,4.245152454,3.58435789,9.465509781,9.372726265,11.72039354,14.33088115
Tetradecanenitrile,19.58767135,20.97790952,,22.85174109,,,19.16204886,20.85080801,19.31692204,,22.69162315,22.47089993,
"Thiazolo[4,5-f]quinoline, 2,9-dimethyl-",,,18.85979253,19.16204886,,17.54089682,,19.16204886,,,,,
Thymidine,22.73963344,23.39212426,23.54182311,23.82125404,24.34618777,23.96446494,23.63614346,23.39212426,23.8678347,24.88015798,25.74843576,24.67075898,
"Thymine, 1,3-dimethyl-6-(trimethylsilyloxymethyl)-",20.01457992,19.68586337,,21.7246649,,,,,,23.00170775,22.27119795,22.73963344,
Tributyl acetylcitrate,16.3316947,18.18112051,16.79335043,16.21565555,17.80327182,18.62320953,17.75607908,15.76457147,18.74513236,,18.51017463,21.33081219,
Tricine,29.55723865,28.39886823,29.93870585,23.58583718,30.03081743,30.03081743,29.29902845,29.18307998,29.18307998,,,,
Triethanolamine,7.368482017,8.078487822,8.078487822,5.871401689,8.385594771,8.29113812,8.159372166,7.237424327,7.368482017,12.69235559,12.77266458,13.73358567,16.57853019
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",4.245152454,,,7.427698688,,6.985893041,,,4.245152454,12.12741999,11.51426793,12.98652375,
Trimethylsilyl 3-((trimethylsilyl)thio)propanoate,16.51427462,13.63504052,16.40086466,9.465509781,10.44768035,14.80210714,13.68069535,,16.13854448,18.18112051,18.52570434,18.74513236,20.18444468
Trimethylsilyl oct-2-enoate ,,,20.50238443,,20.59824708,20.69686746,20.57438847,21.90291854,20.26708188,19.66339577,,17.5827007,
Trimidox,18.58988478,18.42569287,19.45983311,17.51162721,19.21629041,19.40057334,19.51935504,19.6296138,18.36647083,,,,
Tris(trimethylsilyl)carbamate,27.16552195,27.73040421,27.5919616,27.73040421,27.5919616,27.87116446,27.5919616,27.44710764,27.73040421,27.05718357,27.25614284,26.19944442,28.26473762
Trisaminol,13.73358567,,16.57853019,15.12875857,14.2715785,13.83510942,15.55615121,13.90037658,13.2450436,14.8950131,17.03154309,17.33158696,18.11054733
L-Tyrosine,,,,,,,,,,18.62320953,19.58767135,19.66339577,21.47387464
Undecanedioic acid,7.694596559,,,,8.29113812,8.613126201,7.96736878,,,,,,
Uracil,22.02643659,22.14273214,23.58583718,25.23727152,25.18438279,22.96275538,25.18438279,24.73280573,23.00170775,24.73280573,24.34618777,24.53851433,23.75873838
Urea,,24.67075898,21.10323006,22.33727444,21.52830388,21.44846378,22.50923693,21.7246649,20.76419172,22.65283474,23.09652678,23.75873838,21.85387841
Uridine,10.91608404,12.24025415,8.385594771,13.61594474,11.78782103,10.29635512,10.87441187,10.68423951,9.917012155,14.33088115,15.9906091,17.17882994,16.89063007
Valylglycine,20.43082443,21.90291854,18.58988478,22.92354523,,,19.94786826,19.75725505,18.80444913,12.29674781,13.44785778,15.76457147,
Vanillylmandelic acid,,7.933656851,7.872950517,,,,15.91067079,7.872950517,,,,,16.21565555
Xylazine,23.71646045,22.65283474,23.47670795,23.16278385,24.95573488,22.55350385,23.71646045,24.34618777,23.47670795,23.63614346,23.31473498,23.71646045,25.34644722
Xylitol,,21.29634727,22.43801531,18.01194581,16.76385171,,21.85387841,21.98787119,22.07788483,,,,
"Xylonic acid, 2,3,4-tris-O-(trimethylsilyl)-, delta-lactone",12.57282838,11.84628039,14.0430583,9.372726265,13.29952427,13.58682918,13.63504052,13.1883691,11.78782103,16.76385171,16.97862928,17.20808923,16.97862928
Xylose,,,,,7.540516501,,,,,13.5523728,,,17.09824797