n1,n2,edge_dir
beta-Arabinopyranose,3-Hexenedioic acid,1
L-5-Oxoproline,3-Hexenedioic acid,1
Syringaldehyde,3-Hexenedioic acid,1
2-Ethylhexanoic acid,Fn3krp,1
pyrazole,Fn3krp,1
beta-Alanine,Fn3krp,1
L-5-Oxoproline,Fn3krp,1
Niacin,Fn3krp,1
Phenol,Fn3krp,1
Syringaldehyde,Fn3krp,1
Urea,Fn3krp,1
Gm15408,2-Ethylhexanoic acid,1
Cspg5,2-Ethylhexanoic acid,-1
Ibtk,2-Ethylhexanoic acid,1
Cep41,2-Ethylhexanoic acid,1
Wapl,2-Ethylhexanoic acid,1
Apc2,2-Ethylhexanoic acid,-1
Wasl,2-Ethylhexanoic acid,1
Stk26,2-Ethylhexanoic acid,1
Gnas,2-Ethylhexanoic acid,1
Wbp4,2-Ethylhexanoic acid,1
Nsmf,2-Ethylhexanoic acid,-1
Fgfr1op2,2-Ethylhexanoic acid,1
Aasdhppt,2-Ethylhexanoic acid,1
Qser1,2-Ethylhexanoic acid,1
Stag2,2-Ethylhexanoic acid,1
D-Mannopyranose,2-Ethylhexanoic acid,-1
Phenol,2-Ethylhexanoic acid,1
Smim10l1,pyrazole,1
Gnas,pyrazole,1
H1f10,pyrazole,-1
Clec14a,pyrazole,1
Serp2,pyrazole,-1
Ric3,pyrazole,1
Rpp30,pyrazole,1
Ibtk,beta-Alanine,1
Ctdspl2,beta-Alanine,1
Lmtk3,beta-Alanine,-1
Cdkn1c,beta-Alanine,1
Gm6548,beta-Alanine,1
Slc6a13,beta-Alanine,-1
Pi4ka,beta-Alanine,-1
Pbx1,beta-Alanine,1
Cerox1,beta-Alanine,-1
Vps13b,beta-Alanine,1
Lrrc8c,beta-Alanine,1
Nsmf,beta-Alanine,-1
Dnajc13,beta-Alanine,1
Upf2,beta-Alanine,1
L-Glutamic acid,beta-Alanine,1
N-Acetyl-L-glutamic acid,beta-Alanine,1
Thymidine,beta-Alanine,1
Ibtk,L-5-Oxoproline,1
Ap3b1,L-5-Oxoproline,1
Rhob,L-5-Oxoproline,-1
Irak1bp1,L-5-Oxoproline,1
Cnih2,L-5-Oxoproline,-1
Slc25a20,L-5-Oxoproline,1
Stag2,L-5-Oxoproline,1
Map3k5,L-5-Oxoproline,1
L-(-)-Sorbofuranose,L-5-Oxoproline,1
L-Glutamic acid,L-5-Oxoproline,1
Niacinamide,Niacin,1
L-(-)-Sorbofuranose,Niacin,1
N-Acetyl-L-glutamic acid,Niacin,1
Serbp1,Phenol,1
Hdac9,Phenol,-1
Ibtk,Phenol,1
Birc2,Phenol,1
Prpf6,Phenol,1
Rufy3,Phenol,-1
Ap3b1,Phenol,1
Wasl,Phenol,1
H1f10,Phenol,-1
Chi3l1,Phenol,1
Luzp1,Phenol,1
Slc35a3,Phenol,1
Bcl2l12,Phenol,1
Dcaf12l1,Phenol,1
Kmt5b,Phenol,1
Xanthine,Phenol,1
Cholesterol,Phenol,1
Ibtk,Syringaldehyde,1
Dynlt2b,Syringaldehyde,1
Smim10l1,Syringaldehyde,1
Ptger1,Syringaldehyde,1
Ap3b1,Syringaldehyde,1
Gnas,Syringaldehyde,1
Ahcyl2,Syringaldehyde,1
mt-Tv,Syringaldehyde,-1
mt-Tl1,Syringaldehyde,-1
Tm9sf3,Syringaldehyde,1
Stag2,Syringaldehyde,1
Gsta4,Syringaldehyde,1
beta-D-(-)-Ribopyranose,Syringaldehyde,1
"D-(+)-Ribono-1,4-lactone ",Syringaldehyde,1
"Erythrono-1,4-lactone",Syringaldehyde,1
"Propanoic acid, 2-oxo",Syringaldehyde,1
Ibtk,Urea,1
Mtap,Urea,1
Ubl3,Urea,1
Cdkn1c,Urea,1
Wapl,Urea,1
Prxl2c,Urea,1
Smim10l1,Urea,1
Eef1a1,Urea,1
Zfp322a,Urea,1
Iqgap2,Urea,1
Pbx1,Urea,1
Wbp4,Urea,1
Ahcyl2,Urea,1
Evi5,Urea,1
Lrrc8c,Urea,1
Serp2,Urea,-1
Fgfr1op2,Urea,1
Ric3,Urea,1
Sin3a,Urea,1
Mpp7,Urea,1
Sytl2,Urea,1
Kpna3,Urea,1
Tm9sf3,Urea,1
Stag2,Urea,1
Smarca5,Urea,1
Slain2,Urea,1
1-Dodecanol,Serbp1,1
Benzoic Acid,Serbp1,1
D-Allofuranose,Serbp1,1
Sec62,1-Dodecanol,1
Wasl,1-Dodecanol,1
Chd5,1-Dodecanol,-1
Slc35a3,1-Dodecanol,1
Kmt5b,1-Dodecanol,1
2'-Deoxyribolactone,1-Dodecanol,1
3-Deoxyhexitol,1-Dodecanol,1
"Hexadecanoic acid, 4-hydroxybutyl ester",1-Dodecanol,1
Undecanoic acid,1-Dodecanol,1
Pura,Benzoic Acid,1
Zbtb7a,Benzoic Acid,1
Sec62,Benzoic Acid,1
Nkapd1,Benzoic Acid,1
Lrrc8c,Benzoic Acid,1
Ric3,Benzoic Acid,1
13-Docosenamide,Benzoic Acid,1
Pentanoic acid,Benzoic Acid,1
"Propane, 2-methyl",Benzoic Acid,1
Pyridoxic acid,Benzoic Acid,1
Pura,D-Allofuranose,1
Sec62,D-Allofuranose,1
Slc35a3,D-Allofuranose,1
Octadecyl octyl ether,D-Allofuranose,1
L-Valyl-L-leucine,Fsbp,1
Dynlt2b,L-Valyl-L-leucine,-1
Osbp,L-Valyl-L-leucine,-1
Prxl2c,L-Valyl-L-leucine,-1
Sc5d,L-Valyl-L-leucine,-1
Recql5,L-Valyl-L-leucine,1
Gm25517,L-Valyl-L-leucine,-1
Serp2,L-Valyl-L-leucine,1
Sox13,L-Valyl-L-leucine,-1
Dnase1l1,L-Valyl-L-leucine,-1
3-(3-Hydroxyphenyl)propanoic acid,L-Valyl-L-leucine,-1
Cyclohexanemethanol,L-Valyl-L-leucine,-1
"Xylonic acid, delta-lactone",L-Valyl-L-leucine,1
Azelaic acid,H2az2,1
l-Leucyl-l-valine,H2az2,1
Lmtk3,2-Piperidinone,-1
Cdkn1c,2-Piperidinone,1
Gnas,2-Piperidinone,1
Zfp383,2-Piperidinone,1
Gm15083,2-Piperidinone,1
Wbp4,2-Piperidinone,1
Vps13b,2-Piperidinone,1
5430402O13Rik,2-Piperidinone,1
Col8a1,2-Piperidinone,1
Nsmf,2-Piperidinone,-1
Dcaf12l1,2-Piperidinone,1
Tm9sf3,2-Piperidinone,1
Butanedioic acid,2-Piperidinone,1
Acox1,l-Leucyl-l-valine,1
Grcc10,l-Leucyl-l-valine,1
Uqcc5,l-Leucyl-l-valine,1
Zfp27,l-Leucyl-l-valine,1
"1,4-Butanediol",Poglut1,1
Usp9x,"1,4-Butanediol",-1
Ap3b1,"1,4-Butanediol",-1
Wasl,"1,4-Butanediol",-1
Tulp4,"1,4-Butanediol",-1
Jph1,"1,4-Butanediol",-1
Dhx36,"1,4-Butanediol",-1
Camk1d,"1,4-Butanediol",-1
3-Buten-2-one,Wdr38,1
Kpna4,3-Buten-2-one,-1
Gm42636,3-Buten-2-one,-1
Kcmf1,3-Buten-2-one,-1
D-Ribose,Pak2,1
Baiap2l1,D-Ribose,1
Psma4,D-Ribose,1
Ccdc148,D-Ribose,1
Csnk1a1,D-Ribose,1
Evi5,D-Ribose,1
Ofd1,D-Ribose,1
D-(-)-Ribofuranose,Rpn2,1
Lignoceric acid,D-(-)-Ribofuranose,-1
1-Tetradecanol,Gm43339,1
Pyrogallol,Gm43339,1
Tripropylene glycol monomethyl ether,Gm43339,1
Hdac9,1-Tetradecanol,-1
Birc2,1-Tetradecanol,1
Cmtm8,1-Tetradecanol,1
Tmem204,1-Tetradecanol,1
Samd14,1-Tetradecanol,-1
H1f10,1-Tetradecanol,-1
5330425B07Rik,1-Tetradecanol,1
Chd5,1-Tetradecanol,-1
Slc35a3,1-Tetradecanol,1
Sytl2,1-Tetradecanol,1
Klf8,1-Tetradecanol,-1
"Hexadecanoic acid, 4-hydroxybutyl ester",1-Tetradecanol,1
Palmitic Acid,1-Tetradecanol,1
Xanthine,Pyrogallol,1
"Hexadecanoic acid, 4-hydroxybutyl ester",Pyrogallol,1
Ibtk,Tripropylene glycol monomethyl ether,1
Psma4,Tripropylene glycol monomethyl ether,1
Ccdc59,Tripropylene glycol monomethyl ether,1
Wapl,Tripropylene glycol monomethyl ether,1
Smim10l1,Tripropylene glycol monomethyl ether,1
Limch1,Tripropylene glycol monomethyl ether,1
Wasl,Tripropylene glycol monomethyl ether,1
Ergic2,Tripropylene glycol monomethyl ether,1
Bcat1,Tripropylene glycol monomethyl ether,-1
Samd14,Tripropylene glycol monomethyl ether,-1
Csnk1a1,Tripropylene glycol monomethyl ether,1
Wbp4,Tripropylene glycol monomethyl ether,1
Evi5,Tripropylene glycol monomethyl ether,1
Fgfr1op2,Tripropylene glycol monomethyl ether,1
Sin3a,Tripropylene glycol monomethyl ether,1
Mpp7,Tripropylene glycol monomethyl ether,1
Zfp1007,Tripropylene glycol monomethyl ether,1
Kpna3,Tripropylene glycol monomethyl ether,1
Gsta4,Tripropylene glycol monomethyl ether,1
Supraene,Xpc,-1
Gm15675,Supraene,-1
Cmtm8,6-Hydroxyhexanoic acid,1
Atp5mg,6-Hydroxyhexanoic acid,1
2310014F06Rik,6-Hydroxyhexanoic acid,1
Kmt5b,6-Hydroxyhexanoic acid,1
2-Hydroxy-3-methylbutyric acid,6-Hydroxyhexanoic acid,1
Pentadecanoic acid,Hmga1,-1
Slc11a2,Octanoic acid,1
Gpaa1,Octanoic acid,1
Mfge8,Octanoic acid,1
Atp7a,Octanoic acid,1
Prpf6,Pentadecanoic acid,1
Sec62,Pentadecanoic acid,1
Ifi30,Pentadecanoic acid,1
Cyclohexanecarboxylic acid,Pentadecanoic acid,1
Myristic acid,Pentadecanoic acid,1
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,Ankrd12,1
Zfp322a,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
Ildr2,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
Dnajc13,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
Ric3,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
Ppfibp1,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
2'-Deoxyribolactone,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
4-Hydroxybutanoic acid,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
Pimelic acid,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol,1
Tmem204,"2,3-Butanediol",1
Apc2,"2,3-Butanediol",-1
Bcat1,"2,3-Butanediol",-1
Samd14,"2,3-Butanediol",-1
H1f10,"2,3-Butanediol",-1
Sh3bgrl2,"2,3-Butanediol",1
Mpp7,"2,3-Butanediol",1
Ube3c,"2,3-Butanediol",1
Klf8,"2,3-Butanediol",-1
Pimelic acid,"2,3-Butanediol",1
L-Glutamic acid,Ddit4,-1
Ibtk,L-Glutamic acid,1
Rhob,L-Glutamic acid,-1
"2-Pentenedioic acid, 2-hydroxy-",L-Glutamic acid,1
L-(-)-Sorbofuranose,L-Glutamic acid,1
N-Acetyl-L-glutamic acid,L-Glutamic acid,1
L-Rhamnose,Rai14,1
Tmem204,L-Rhamnose,1
Actr3,L-Rhamnose,1
Rbm20,L-Rhamnose,1
Atp5mg,L-Rhamnose,1
Hook2,L-Rhamnose,1
Suclg2,L-Rhamnose,1
St8sia2,L-Rhamnose,-1
"Propanoic acid, 2-oxo",L-Rhamnose,1
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",Gm38037,1
d-Erythrotetrofuranose,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",1
Octadecyl octyl ether,"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone",1
alpha-Linolenic acid,Hdac9,-1
Monomethyl succinate,Hdac9,-1
N-(2-hydroxyethyl)-succinimide,Hdac9,-1
Zbtb7a,alpha-Linolenic acid,1
Cdc14a,alpha-Linolenic acid,1
Secisbp2l,alpha-Linolenic acid,1
Lrp6,alpha-Linolenic acid,1
Cmtm8,Monomethyl succinate,1
Rufy3,Monomethyl succinate,-1
Casp8,Monomethyl succinate,1
Ildr2,Monomethyl succinate,1
Chi3l1,Monomethyl succinate,1
Col8a1,Monomethyl succinate,1
Sh3bgrl2,Monomethyl succinate,1
Slc35a3,Monomethyl succinate,1
Lrp6,Monomethyl succinate,1
Leprotl1,Monomethyl succinate,1
Ube3c,Monomethyl succinate,1
Stxbp4,Monomethyl succinate,1
Klf8,Monomethyl succinate,-1
Por,N-(2-hydroxyethyl)-succinimide,1
Agbl3,N-(2-hydroxyethyl)-succinimide,1
Maco1,N-(2-hydroxyethyl)-succinimide,1
Rufy3,N-(2-hydroxyethyl)-succinimide,-1
Pomgnt1,N-(2-hydroxyethyl)-succinimide,1
Zfp383,N-(2-hydroxyethyl)-succinimide,1
Col8a1,N-(2-hydroxyethyl)-succinimide,1
Slc35a3,N-(2-hydroxyethyl)-succinimide,1
Lrp6,N-(2-hydroxyethyl)-succinimide,1
Mpp7,N-(2-hydroxyethyl)-succinimide,1
Stxbp4,N-(2-hydroxyethyl)-succinimide,1
Phloretic acid,N-(2-hydroxyethyl)-succinimide,1
Cyclohexanecarboxylic acid,Gm15408,1
Pcgf5,Cyclohexanecarboxylic acid,1
Ess2,Cyclohexanecarboxylic acid,1
Fchsd2,Cyclohexanecarboxylic acid,1
Heatr3,Cyclohexanecarboxylic acid,1
Abitram,Cyclohexanecarboxylic acid,-1
4-Methyl-5-thiazoleethanol,Cyclohexanecarboxylic acid,1
"Inosose-2, myo",Cyclohexanecarboxylic acid,1
Nonanoic acid,Cyclohexanecarboxylic acid,1
Glyceric acid,Galnt15,1
Col9a2,Glyceric acid,1
Nod1,Glyceric acid,1
D-Psicofuranose,Por,-1
"D-(+)-Ribono-1,4-lactone ",Rpl18a,1
Hymexazole,Rpl18a,1
Map3k8,"D-(+)-Ribono-1,4-lactone ",1
Dynlt2b,"D-(+)-Ribono-1,4-lactone ",1
N-Acetylglucosamine,"D-(+)-Ribono-1,4-lactone ",1
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile","D-(+)-Ribono-1,4-lactone ",1
Cmtm8,Hymexazole,1
Dync2li1,Hymexazole,1
Actr3,Hymexazole,1
Rlbp1,Hymexazole,1
Vasp,Hymexazole,1
Thr-Leu,Grpel1,1
Alkbh6,Thr-Leu,1
L-(+)-Lactic acid,Thr-Leu,-1
Pimelic acid,Thr-Leu,-1
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",Cspg5,-1
Arhgef12,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
Zfp638,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
Wapl,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
Gm14798,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",-1
Gsk3b,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
Acad9,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",-1
Phactr2,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
Gtpbp4,"1,3-Dioxane, 2,2-dimethyl-5-hydroxy-",1
Deoxyribopyranose,Klc1,1
Gm6548,Deoxyribopyranose,-1
Rufy3,Deoxyribopyranose,1
Magix,Deoxyribopyranose,-1
Asb16,Deoxyribopyranose,-1
Klhl18,Deoxyribopyranose,1
Eif3l,Deoxyribopyranose,-1
"2',2,3,6'-Tetramethoxychalcone",Kcnk5,-1
Cox18,"2',2,3,6'-Tetramethoxychalcone",1
Zhx1,"2',2,3,6'-Tetramethoxychalcone",-1
Cebpd,"2',2,3,6'-Tetramethoxychalcone",1
Twsg1,"2',2,3,6'-Tetramethoxychalcone",1
"beta-D-Galactopyranoside, methyl-, acetate","2',2,3,6'-Tetramethoxychalcone",1
D-(+)-Talofuranose,Repin1,1
Decanoic acid,D-(+)-Talofuranose,-1
9H-Purin-6-ol,Ibtk,1
"cis-4,5-Dihydroxy-o-dithiane",Ibtk,1
D-(+)-Glucosamine,Ibtk,1
Hydracrylic acid,Ibtk,1
L-Threonine,Ibtk,1
"N-Acetyl-D-galactosamine, (R,R,R,R)",Ibtk,1
N-Acetyl-L-glutamic acid,Ibtk,1
Salsoline,Ibtk,1
Undecanoic acid,Ibtk,1
Uracil,Ibtk,1
Srebf2,9H-Purin-6-ol,-1
Rhob,9H-Purin-6-ol,-1
Tmem229b,9H-Purin-6-ol,-1
Stag2,9H-Purin-6-ol,1
Phactr2,9H-Purin-6-ol,1
Ncbp2,9H-Purin-6-ol,1
N-Methyl-alpha-aminoisobutyric acid,9H-Purin-6-ol,1
Dihydrouracil,9H-Purin-6-ol,1
Mtap,"cis-4,5-Dihydroxy-o-dithiane",1
Dync2li1,"cis-4,5-Dihydroxy-o-dithiane",1
Cep41,"cis-4,5-Dihydroxy-o-dithiane",1
Actr3,"cis-4,5-Dihydroxy-o-dithiane",1
Cdkn1c,"cis-4,5-Dihydroxy-o-dithiane",1
Atp5mg,"cis-4,5-Dihydroxy-o-dithiane",1
Ap3b1,"cis-4,5-Dihydroxy-o-dithiane",1
Wbp4,"cis-4,5-Dihydroxy-o-dithiane",1
Setx,"cis-4,5-Dihydroxy-o-dithiane",1
Chi3l1,"cis-4,5-Dihydroxy-o-dithiane",1
Hip1,"cis-4,5-Dihydroxy-o-dithiane",1
Dcaf12l1,"cis-4,5-Dihydroxy-o-dithiane",1
mt-Tl1,"cis-4,5-Dihydroxy-o-dithiane",-1
Gsta4,"cis-4,5-Dihydroxy-o-dithiane",1
Cep41,D-(+)-Glucosamine,1
mt-Tl1,D-(+)-Glucosamine,-1
Stag2,D-(+)-Glucosamine,1
Pthlh,D-(+)-Glucosamine,1
Serpinb8,D-(+)-Glucosamine,1
4-Hydroxybenzaldehyde,D-(+)-Glucosamine,1
Aconitic acid,D-(+)-Glucosamine,1
trans-Coniferryl alchool,D-(+)-Glucosamine,1
Mtap,Hydracrylic acid,1
Wapl,Hydracrylic acid,1
Zfp322a,Hydracrylic acid,1
Tmem229b,Hydracrylic acid,-1
Erbin,Hydracrylic acid,1
Stag2,Hydracrylic acid,1
Phactr2,Hydracrylic acid,1
5-Methyluridine,Hydracrylic acid,1
Dihydrouracil,Hydracrylic acid,1
L-(-)-Sorbofuranose,Hydracrylic acid,1
Cdkn1c,L-Threonine,1
Tceal8,L-Threonine,1
Tyrosine,L-Threonine,1
Wapl,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Prxl2c,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Smim10l1,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Stk26,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Kcmf1,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Setx,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Evi5,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Nsmf,"N-Acetyl-D-galactosamine, (R,R,R,R)",-1
Aasdhppt,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Erbin,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Kpna3,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Smarca5,"N-Acetyl-D-galactosamine, (R,R,R,R)",1
Ano8,N-Acetyl-L-glutamic acid,-1
Niacinamide,N-Acetyl-L-glutamic acid,1
Birc2,Salsoline,1
Slk,Salsoline,1
Rbm27,Salsoline,1
Atp5mg,Salsoline,1
Ildr2,Salsoline,1
Chi3l1,Salsoline,1
Serp2,Salsoline,-1
Fundc2,Salsoline,1
Meis2,Salsoline,-1
Ric3,Salsoline,1
mt-Tv,Salsoline,-1
Sin3a,Salsoline,1
Sytl2,Salsoline,1
2310014F06Rik,Salsoline,1
Slain2,Salsoline,1
Slk,Undecanoic acid,1
Zbtb37,Undecanoic acid,1
H1f10,Undecanoic acid,-1
Slc35a3,Undecanoic acid,1
Nonanoic acid,Undecanoic acid,1
Cyyr1,Uracil,1
Tmem229b,Uracil,-1
Olfm2,Uracil,-1
Kcmf1,Uracil,1
mt-Tl1,Uracil,-1
Stag2,Uracil,1
Phactr2,Uracil,1
Serpinb8,Uracil,1
5-Hydroxymethyl-2-furoic acid,Fam13b,1
4-Hydroxybenzoic acid,Ctdspl2,1
Nfe2l2,4-Hydroxybenzoic acid,1
Gpaa1,4-Hydroxybenzoic acid,-1
Rhob,4-Hydroxybenzoic acid,-1
Kcmf1,4-Hydroxybenzoic acid,1
Setx,4-Hydroxybenzoic acid,1
Stag2,4-Hydroxybenzoic acid,1
Tceal8,4-Hydroxybenzoic acid,1
L-Norvaline,4-Hydroxybenzoic acid,1
N-Methyl-alpha-aminoisobutyric acid,4-Hydroxybenzoic acid,1
1-Octanol,4-Hydroxybenzoic acid,-1
Pyridoxic acid,Ppp1r12a,1
Sppl3,Pyridoxic acid,-1
Cyclohexanol,Dctn2,1
Cmtm8,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Gm43568,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
H1f10,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-1
5330425B07Rik,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Vasp,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Sin3a,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Usp22,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-1
Ube3c,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Klf8,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-1
"2,5-Di-tert-butyl-4-hydroxyphenol","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
3-Methyl-2-furoic acid,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",-1
3-Undecene,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
d-Erythrotetrofuranose,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
"Guanidine, N,N-dimethyl","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Pimelic acid,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)",1
Agbl3,Hydroquinone,1
Atp5mg,Hydroquinone,1
Pomgnt1,Hydroquinone,1
Dcaf12l1,Hydroquinone,1
Monolaurin,Ncaph2,1
Slc29a4,Monolaurin,1
Hlf,Monolaurin,-1
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,Monolaurin,1
"Xylonic acid, delta-lactone",Monolaurin,1
Xylose,Monolaurin,1
Ubl3,9-Octadecenamide,1
Gm25517,9-Octadecenamide,1
G2e3,9-Octadecenamide,-1
Serp2,9-Octadecenamide,-1
Serine,Pdlim5,1
Klf3,Serine,1
Cdkn1c,Serine,1
